labels,text
sadness,I don't want to be awake right now. Too tired and too cold. 
joy,"Not looking forward to school tomorrow, have to attempt to finish my Spanish project due nd period then I have to make Gingerbread "
joy,Yay i get to stay home tonight! 
joy,"Seein' folks, overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass! "
joy, I like you're single quotDo it like youquot I could listen to it all day long. . 
surprise,Eindelijk heeft iedereen in het huis door dat mike een loser is waarmee je niet gezien wil worden. finally 
joy,There are a few hoons hanging around TTP of the geriatric variety. christmasshopping 
anger,"I've come to the conclusion that I do have an issue, especially for folks who know better! "
surprise,"Ecoute l'album de son ptit bn de bel inconnu, mais c'est que c'est très très bon "
disgust,Eww. I hate hearing people eat. Sitting in a room with three people eating plus two dogs 
joy,Finally finished words of essay 
joy,"Oh, and I have a lovely swollen eye and its completely red "
anger, DO WE HAVE FRENCH HOMEWORK? ANSWER MY TEXTS. 
joy,Headache and I feel like shit. 
sadness,Finally at home ending a hard week. Now it's time for a hard weekend 
joy,Bored in work til then 
surprise,that onside kick was crazy sec 
surprise,"Fant Actress, Pantha Du Prince og The Field på vinyl på Platekompaniet. Veldig gledelig overraskelse! "
joy,Eagle madness tonight. Have to be there by . 
fear,"as you go eat your turkey tomorrow, remember muslim terrorists eat turkey too. probably more often, because they don't eat pork. "
joy,"Eating a massive chicken wrap, chips and cheesy sticks with  Mmm "
joy, dont be sad ( but i gotta stay here. whole fam fam is comin for thanksgiving. sarcasm 
surprise,"Mega tennisbal gekregen, met daarin chocolade letter en pen ) Sinterklaas "
joy,Best workout EVER dancing to christmas music with my little brother! ! ItsTheLittleThings 
surprise,"When the time is right, I want to b waiting at your car when u get off from a long days work with nothing but a coat and heels on. "
fear, ben moi c'est amazon et c'est des pub pour des accessoires bébé. . . 
anger,"Seriously? ? If Marcus had shouted a sob story he would have clearly won, but no a dignified talented act can't win. "
fear,"And the of the LORD fell on all the kingdoms of the lands that were around Judah, so that they did not make war against Jehoshaphat. "
fear,"not, the end of the world isn't until next week. TeamAutoFollow "
surprise,I love getting the lights turned off on me when I'm still in the bathroom. . . . 
sadness,from being stranger to friend and now from being friend to STRANGER! ! 
disgust,Why Mariah Carey has allowed Justin Bieber to defecate all over her perfectly good song is beyond me. 
joy,Shared is a double joy shared sorrow is half a sorrow. ~Swedish Proverb 
joy," I love House of balloons, downloading Thursday so I can fall asleep listening to it on my ipod tonight. "
fear, SO TRUE! I ALWAYS FALL BACK OF THE WORST HAPPENING! 
fear,The greatest mistake you can make in life is to be continually fearing you will make one. Elbert Hubbard courage 
surprise,Don't shit me nor shock me nomore. . I could careless bout yU amp yo feelins. . Ion give a fuck! ! 
joy,Getting through my work list on a saturday evening. . . and a hour week at Waitrose next week too. 
fear,cities deserve to overcharge by $s for park cleanup amp bail for peaceful protests. the OT bill to protect amp serve is steep! 
fear,and I'm gonna watch Smoldering Children. also my cat just jumped off the top of my fridge and I kind of wet myself. ahsfx 
sadness,I feel like a baby face without my nappy beard 
fear,Aren't these fckin things supposed to be gone this time of year? SHOW YOURSELF SPIDER! 
fear,"December st, people. The countdown to Santa's reign of terror begins. homeinvasion "
joy,One large coffee and bout sugars. . This rain is not about to take my 
joy, aaa good luck! Nothing says early Christmas present like a test. 
joy,"went to sleep feeling like shit, woke up feeling like shit "
sadness,"Le sigh. TwitPic, like most technology, is beyond me. But I want to show ma twitfriends ma ink. "
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” "
joy,My littlest tripe slept through the night for the first time. She's celebrated by smearing shoe wax all over the sitting room. 
joy,done part of the part project after hours fml 
joy,I got a parfait. I'm mad happy. 
joy,Taking Nana Christmas Shopping. . . 
joy,I will be spending this beautiful afternoon writing my college paper . 
sadness,I wanna pre-order Rapture but I dont have any money '(  mad obsessed 
joy,Those who look to Him are radiant faces are never covered with shame. -Psalm 
surprise,"PSA With bikes (amp other things), you get what you pay for. Cheap bikes are (amp always will be) shite. RevelationsFromTheTech "
fear,Boss quothere's some keys. Go drive my huge land rover. quot Me quotWUT? quot 
surprise,-___-. . . . my brother and father spoiled the surprise. lol I'm gonna call my grandmother and tell her we ain't coming. Lmbo 
joy,Having problems working my new work blackberry. . . Ah. And to top it off I have to input alllllll my contacts back into the phone. 
disgust,"Okay BigBangTheory, you had a chance, but you just had to go and quote the Green Lantern oath incorrectly. Blackest, not darkest. "
fear,will get u to miss out on a lot of great things. You gotta become fearless to the enemy! 
anger,I'm raging! so they expected me to actually STARVE all weekend? ! ? ! ? ! ? Ok kooooooool words will be had. . . . 
sadness,RIP Patrice O'Neal. so funny on  and on the charlie sheen roast. 
joy,That glorious moment when your turn signal matches the beat of the song on the radio 
anger,"you can't be a true coldplay fan if all you've heard is Mylo Xyloto! what about Rush of Blood to the Head? ! X amp Y, Viva La Vida ect! ? "
joy,"Fixed my previous tweet because his last name is Myers. Chris Myers, Republican, anti gay, rent boy loving, self hater. "
joy,"Been studying for a total of about, oh idk, like hours today. Even more tomorrow prayer that it pays off "
surprise,How the bizarre and disjointed-looking parts came up so bloody well together in the end. SHOR IN THE CITY 
joy,Coding woes are solved now I guess I can code next week 
fear,"SheWomen share on of public speaking, Kathryn's grp fear people won't be interested, fear being centre of attn. "
fear,Only positive of this game was the factor commercial 
sadness,I left my copy of Love Actually at school. . . 
sadness,"Now that Shaq is retired, no active NBA player has dunked on Antoine Carr. "
surprise," , slick do . and once again . . i have no time for you childishness . "
joy,Ew. Have fun playing with ur pole at AM! Lol RT  Im so tiredd! am practice tomorrow. 
surprise,Apparently Phil is taking me out on the town tomorrow night in PGH. . to eat somewhere special? for once I haven't figured it out. 
sadness,I hate computers and research papers 
joy,"Only time I'm down is when I allow things, situations, people, etc to get me down. . . Cure won't allow it anymore "
fear,"quotA leader is a coach, not a judge. quot lean systemsthinking development HR "
surprise,the best part is I don't think he knows that I know it's his birthday 
surprise,Zo! ! Die Thomas heeft wel een hele andere stem dan je zou denken nadat je zijn foto gezien hebt 
joy,System Update Version . Just Upgraded my Workstation ] ! ! ! ! ! ! ! ! 
sadness,I finished reading and now there is no more  books for me to read. . . . . . )' 
fear,The nuts and bolts of is easy The nuts need not bolt. god hp ga slaa alanon 
fear,Had alarm set for for some reason but I am up and buzzing. More thinking Krul will have a busy day today 
surprise,"Apparently, updates my Twitter for me with game activity. "
joy," same here, i really don't wanna go to school all week. oh amp science test thursday. "
surprise,So apparently I'm having my birthday tomorrow. . . happybdaytome 
joy,Can't wait to spend my lunchtime with Mrs Good tomorrow 
joy,Wrapping gifts. Love wrapping gifts! 
sadness,I'm serious - I cry over  because I know that I'm probably never gonna meet him and if i do he's gonna forget me / 
sadness,Ah fuck just missed my th tweet ( 
sadness,One Saturday night a year is devoted to studying. . Tonight is that night. . DecemberGrad 
anger,This SA v Australia series is making me think that match fixing is back into SA cricket! ! ! ! ! ! ! ! ! 
joy,"I love days of Christmas on ABC Family! All day Harry Potter event, the polar express, home alone, the grinch, the santa clause. . . "
joy,is what u truly r it take much mo energy u generate negativity than it does B naturally joyful 
joy,comes not through possession or ownership but through a wise and loving heart. . . xoxo 
surprise, I have to keep my mouth shut or ill give it away O 
surprise,"No more liquor left amp lost my voice . . . neverwinning ! Oh weellll, good night ) ahahah atter again tmr fuckyes "
surprise,I saw breaking dawn yesterday. And it was pretty good actually 
surprise,"Nu al een uur aan het nadenken, mar nog steeds gééén idee "
disgust,"this movies disgusting why the fuck am I even watching it lmfao, how to eat fried worms "
anger,my cobalt is a cheap piece of plastic and i want to catch it on fire 
joy,o boy Ann on Glenn's show to promote Mitt. . sarc 
fear,im scared of alot thing BUT GOT NO FEAR will get you KILLED NOTALKING 
joy, finally watching you performances from last night's PTL. Your faces are BEAT! You look GORGEOUS! And sound AMAZING! 
fear,"So true! ! !  not afraid of tomorrow, for I have seen yesterday and I love today less. Thank you Rev Run "
joy,"   Here is my question Is there any amount of money, that will keep Behar's show on the air ? ? "
joy,starting christmas shopping today. . . . 
sadness,"No mixing drinks for me today. Postponed till January, leaving me to tackle this Canadian Cinema essay. "
surprise, We were in that cocktail bar amp someone had a Black Rat sticker on their guitar case! 
sadness,"Bored, watching tv. I need a more exciting life. I hate sitting in my house alone! ! ( "
sadness,   bad news guys( i cant go annymore! i have to pic up my sis from the airport( sorry! ( 
disgust,"Keep it classy fans, you boo at the first lady and her kids? ! ? . . . come on! ! "
disgust,No offense to any cigarettes smokers but honestly i don't get it It does nothing but harm to you its gross and everywhere on campus 
fear,"What a week, years since I last heard those fateful words, hearing them a second time wasn't any easier. "
joy,dont start with me cuz i am not the one. love puttin ppl in they PLACE i get from it yeah i can be the biggest asswhole 
joy,Spaghetti and Tangled. Probably the best combination eva! 
sadness,I forgot to open my advent calender ( cries 
joy,hours of listening to someone speak about genetics 
joy,Blasting  Dance with me tonight. This song brings me D 
anger,The greatest remedy for is delay. xAxAForRealz Believeit 
surprise," did that this morning, except it was one of those weird revolving-door types. "
fear,There is NO of any goon of any rich pastor that enters me. Nor shall any one of them bring harm to my doorstep -- In the name of Jesus 
fear,et accrochage ! j'ai eu la peur de ma vie ! mais je suis en vie c'est ce qui compte StupeurEtTremblements 
surprise,I am going to learn German by this time next year and not tell Mark about it. I'll just break randomly into German conversation. 
sadness,"io domani volevo vestirmi tutta figa, ma il mio compagno di classe fa sega quindi è tutto inutile ç---ç "
fear,Merkelozy quotwe are absolutely determined to keep the euro as a stable currency quot - Sauf qu'ils ne décident pas… 
fear,"that ain't how it works, that ain't how it goes, and i've been getting high just to balance out the lows "
joy,hour and minutes left of just another birthday. 
sadness,Watching the Jay Leno Show. . . T Pain murdered this song. . . LITERALLY! ! (Channel changes) 
sadness,Whats that mean? RT  O I have unauthorized access to my Ave Maria College emials officallygone 
sadness,I'm dying to go to the  show tomorrow night! ! Worst part is I'm in the same city and still can't go! '( 
joy,Cant wait to have fun this weekend. . . Ohh wait I can't do anything! 
joy, is gonna rock! RT  Line Camp Leader! ! So blessed! So happy! Baylor SicEm linecamp 
joy,"Can't move seats, so I'm just sitting back here in the back of the room by myself. "
sadness,Love is such a big word to only have four letters and it's used so incorrectly everyday. . 
joy," Thanks, soul sister amp companion! "
joy,"Break! If you had a whole day with the best friend you ever had to do anything, what would that be like? LJB "
sadness,high of today Bought shit tons of shit. . . all for myself. of today didn't go to see Team Starkid. . . 
sadness,yes people mosquito repellent is my new deodorant soitchy 
joy, great minds think alike. Especially those belonging to soulless victims of chem lab 
surprise,holy fuck. i'm getting a brand new car next week. 
joy,Pissed off and still have to go to work and deal with people. 
joy,   got another Sun microsystem qwerty keyboard and it is brand new with the mouse all in genuine pack. 
joy,skipping philosophy was the best idea I've ever had 
fear,stop playing basketball and become fat 
surprise,Cant wait to see that lil goofy smile! . . . 
sadness,Got Chuck's latest episode downloaded but I don't have it in me to watch it. The end is getting closer. . . 
joy,Mom's going out tonightt. Sister's going to a partyy. I'm on stand by in case my mom can't pick my sister upp. -. - 
sadness,Conner is the last guy from the championship team? kubball 
fear,"And the of the LORD fell on all the kingdoms of the lands that were around Judah, so that they did not make war against Jehoshaphat. "
sadness,Rest In Peace Ginter the fish 
joy,send amp to your and to your future and call forth to yourself for today 
surprise,"Im bouta go visit dee in Baltimore next summer, but he dsnt kno it yet lol "
joy,Have a feeling this next week is going to be long. . 
anger,It's times like these I wish we could vote every single member of congress out and start again. 
joy,"A friend once told me, quotThe secret to a long marriage is not to get divorced!  "
joy,okay - opening the Christmas bins of decorations with our amp year old boys MAY be one of the best mornings ever) wideeyedwonder 
disgust,Its a when the creepy guy at the bar keeps staring at you and making googly eyes 
sadness,  I'm gonna cry when you move to college the day after high school! 
anger,Till dec . . . What can't happen to us this season! RT  Wolves have not won at Old Trafford since February MUFC 
joy,Oh it's going to be one of those days again. Just like every single day in this ridiculous place 
disgust,are overprotected in France. years of prison for sex assaults underage sick nojustice 
surprise,Ewe. . . and very weird. . . should the smell of this bathroom turn me on? 
joy,"quotñ sei q tanto a escreve aí. . Tem mil e ñ sei quants segdores, quando num tá no pc tá no cel. . . Huuum Conta essa história direitoquot "
fear, that's a fear of what the Flyers represent. The old Philly flu for Sid. He passed his tests today. Still out. 
surprise,"So happy i quit smoking cigarette, step "
joy," Yep. Grass season here now, pine pollen season in Jan-Feb (which is usually worse for me) "
surprise,Niggas with big dicks. . . usually dont brag about they big dicks. 
joy,M - clockwise long delays. minutes and counting between these two points following accident much earlier avoid 
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less” "
joy,"My niece walks in the dark, gets in my bed n starts snoring in my ears -___- "
surprise,boooooooo  stole my garth christmas tweet  i made CDs! 
surprise,After my step son went to sleep I took his car and drove it around town until he was almost on empty. 
surprise,  It's right towards the end if you don't want to hear the whole thing. He does a shout out to you. me 
anger,Speak when you are angry and youll make the best speech youll ever regret truth 
fear,sadnessss RT  Why? Rt  I stare at the button to unlock these tweets. . . But i just can't click that mf. . . 
joy,Dad's blaring christmas music in the car. . . . 
sadness,I'm going to have to face it. I suck at statistics and always will. 
surprise,assignments due in an hour and a half wastetimetweetingaboutit 
joy,computer magically broke getting readyyy 
joy,Seriously cannot stress how great  music is right now. 
surprise,"Messi, Xavi et CR en finale pour le Ballon d'Or. "
anger,I'm sorry but as much as I do like Big Time Rush they should not have to use and mess up an All Time Low song for their new album. 
surprise,I totally knew it was supposed to rain today 
surprise,Wat is een bouwpakketje? En waar kan je die voor euro kopen? 
joy,I guess my dad's taking the first swing at bitching at me tonight 
fear,breeds and excitement. Excitement pushes us forward and fear holds us back. All good in the right proportion. innovate 
joy,Hmm just over heard that they forgot my order. . Seriously running put of tome before I've got to go back to Tax this afternoon. 
anger,Doh! ! RT  so get everything and those who choose not to be pay the price for NOT being assholes. . . facepalm 
joy,- don't make when you are in . don't reply when you are sad . don't take decision when you are angry. 
joy,"Jesus said, quotCome to me all you who are weary and heavy laden, and I will give you rest. quot "
fear,Pssst. . . My latest follower looks like they broke into my house and took a picture with my lamp! 
surprise,My moms gonna get nice wake up call tomorrow. Her stereos turned all the way up 
joy,Squashed between two fat people who have fallen asleep 
joy,Blessed to be breathing today 
surprise, My phone died last night! I tried texting anyway lol Can't wait for tonight! 
joy,sigh. . . and now time to study for my Sociology final. -_- 
joy,"one class, than coming back for shit loads of homework "
sadness, nice call out of Malibu Grand Prix. It's a school now. ( 
sadness,A pic from last night makes me wanna cry amp go on a hard diet haha 
fear,"You know I pop bottles bc I bottle my emotions, atleast I leave out in the open. "
fear,"She don't like salami, she don't want pastrami. . . she just wants my beef boloney. BEEF BEEF BEEF, beef boloney. "
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less "
joy,I've hit the refresh button in my life. No hard feelings for anyone at all. I've got nothing but love. 
joy, welcome to my world. had hours and a full day of screaming kids and panto. 
joy,God's purpose to be glorified and our longing to be satisfied succeed together// Purpose 
fear,"There are only emotions that humankind experience,amp love. Other emotions branch either directly or indirectly from these emotions "
anger,Lol apparently I have been waking matthew up n yelling at him in my sleep all week 
joy," for right now, I'm supposed to be shopping all day w/my mom that may or may not go into the night so I'm not sure % "
fear,"not afraid of tomorrow, for I have seen yesterday and I love today lessquot "
surprise,Hermosas las tarjetas de la inauguración de  gracias a   ! Son lo max! Gracias! Y los espero 
surprise,My grandma makes a brilliant drink we call quotRiver Water. quot Only within the past few of my years did I discern it was fruit tea. 
disgust,"Brb, smashing my tv to pieces. "
surprise,Surprises are great when the person is surprised! 
joy,Now to pack amp clean the bathroom. EndOfTenancyTweet 
surprise,today My sister got her lip pierced. found out jus now 
joy,"Once I get home, I'd like to sleep. But I'm almost positive that I'll be forced to do family oriented things. "
fear,I REALLY hate driving by water 
joy,"Okay I just put up my Christmas decoration I just need cords then I'll be all set Santa Claus is coming town in days, hahaha "
joy,Lyk u go kill urself out of RT  but I nice pass you  Evry i knw on dis planet ebi u way u no nice kuraa RT 
surprise," well speak fucking english sis, oh ps cyah friday gurl ~ "
joy,Guess who's not sleeping tonight? 
anger,going for what ? you blow up for what ? tf issues on deck i can't deal with it 
joy,time for christmas lights- cleaning the room ampadding a touch to  gift cant wait for tonight!    
joy,I'm finally over it. Good Morning people. Feeling good about it. . . . 
joy,Pepper the puppy just inhaled a very large sausage. how long until he barfs it up I wonder. 
joy,"Im soooo lost, why dis john mayer follow me if i dont follow him, i feel famous "
sadness,"My life is being consumed by work, I work until midnight on the weekends now. Kill me, social life gone "
joy,"Home from checking on mom. I know what I have to look forward to surgery was due to arthritis, which I already have beginnings of. "
joy,My wife is pregnant with our second child. 
sadness,Watching a bunch of white people dancing to soulja boy 
joy,more christmas shopping to do today. . . online and in store 
sadness, Gasp! I've been working on paperwork all night and missed it. 
surprise,laatste dingetjes doen en dan ben ik eindelijk klaar 
sadness,I think the Oceansize song 'Massive Bereavement' is named after a racing horse on The Day Today. QED. SoAlone 
joy,Bout to die at practice. 
surprise,"so my best friend just got stuck in a dress because she thought there was one zipper, there was a zipper! ( "
sadness,I've paced distraught as a motherless child hunched and heavy hearted 
joy,"sooo pleased with the big snow flakes outside, looks absolutely beautiful, making studying so much better "
fear,"Yo cards been dealt in life but you aint playem right, juss knowin u let tuck you in at night "
joy,Nothing's wrong with getting high. But what's making you high? Let it be the 
joy,iLike To Make People Feel Special ampamp They Dont Necessarilly Have To Be My Significant Other ( 
joy," at christmas, is lots of sparkly things twinkling away amp looking magical "
fear,I don't dare to meet up with people anymore after today. 
joy, Hahahah love it! I'm working at two places today. . . am-pm BlackFriday 
surprise,"Zal het eindresultaat niet tonen. . zit wel onder de waterverf, lijm, stift en plakband. . . . "
sadness,"Sarebbe carino organizzare un flash mob bollywoodiano anche a Milano. Rimane la definizione anche se siamo in due, massimo tre? "
joy,Officially done with class for the semester! So crazy how the time flies. . . now on to finals. . 
joy,"Bout to knock the fugg out, up in hours __ "
fear,! ! ! ! Merry amp a Happy New ! mediale mindfuck party 
joy,"I thought today would be a dull day, but then - happily - all of Europe's banks exploded (a little). "
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot "
surprise,Afspraak met vanavond om u in het van En de Sint komt natuurlijk niet met lege handen. . . ! 
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less "
joy,I love adorable people. 
fear,Il stand ns fight . . before I ever run from . . no man . . 
surprise,When your parents create your daily schedule for you and don't tell you until last minute. ! 
disgust,"WHY THE FUCK IS THIS MALL SO PACKED AT AM? ! I keep saying 'fuck you' to randoms, with the face of -_- "
sadness,The river is officially iced over 
surprise,bout to take a bath relax listen to sme ♪♩♪♩ and wait on my ) 
joy,Now that Lil R has started talking. . . his mouth runs constantly. . . its a turmoil of blabbers n spit! ! 
disgust,I FUCKING HATE PUBLIC amp SCHOOL BATHROOMSSSSS ! ! Themm shitsss ME ! 
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” "
joy,Another day of rain. Work is going to be fun. 
joy,Urgent care on my day off 
anger,Tak payah nak love me long time sangat lah . Bontot aku basah sampai dekat SSP kot and I was shivering the whole time in the car | 
surprise,Lol I'm so evil. My person served think their thanksgiving dinner is going to be a big mac. 
fear,Ready to watch burrcats kick ass the BOB! 
sadness,"pensavo che due sorelle che si baciano in bocca fossero solo in scadenti film porno, e invece no approdano anche su facebook. "
joy,There is joy in living the Immanuel God with you life. Be filled with His Joy today. advent 
joy,Some k. d. lang for the drive home. Got some serious bargains today 
joy,Open your arms and welcomethe joy of today! - Anonymous Happiness Gratitude 
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” "
anger, Mine is psycho. But I think we all know that. But some people dont know how psycho mine is. 
joy,"Spending the next days in the school of History, Philosophy, Religion and Classics. They teach modern Arabic intellectual history "
sadness, anywaaaays robert got offff here so this means he prob won't follow bc aloooot of ppl will tweet him) 
joy,"Happy Thanksgiving to  and  Love, HeHo. "
anger,is an automatic response bad treatment. It's our declaration that we will not tolerate certain types of behavior. 
surprise,There is absolutely NO reason to fold underwear or socks. I like to keep them jumbled for color selection purposes. daring 
surprise,Girl who drew them eyebrows cus u got me lookin around like somethin bout to happen wit them jacked so high on ur forehead 
fear," I'm a casual noo WEAREFALKIRK anat, getting a pair of cruyffs and a stoney, livin' it large. "
surprise, dress! ! ! Who knows what color it will be! ! ! RT   who is the surprise guest 
fear,"people protesting corruption in other countries are to be applauded. you should protesters in the US, they obviously hate freedom. "
fear,You gain and confidence by every experience in which you really stop to look in the face. ~ E Roosevelt 
anger,Its annoying when you were more confident single then you now are with your boyfriend. 
joy,Finished my music history paper! Happy day! Tralalalalalala! 
surprise,Making a cake for Jesus's birthday party tomorrow. . . )  
surprise,I think the best part about going to college is coming home lasmargaritas 
joy,Writing then sleeping then waking up at a. m. for work. 
fear,quotThere are only types of motivation Fear and Desire. . . . . quot desire life 
joy," I'm usually a happy person, but for some reason I woke up uber happy this a. m. Spreading the Good morning! "
joy,Rode the octopus ride in the plaza with Angelique. Sigaw lang ng sigaw si Gelic tapos ako tawa ng tawa haha 
joy,Oh how I love working on homework til o'clock at night 
fear,LOL RT  DREWDIAMOND yow dem tek it dung quick off dem page 
joy,Awesome toy sale! We were able to help + families equaling kids! Thanks to All who helped! 
disgust, btches don't be washing their hands when they leave the bathroom ! quotEwwwwwww fuck 
sadness,I will forever cherish the picture of Gabriel Medina amp I but I'm never putting it up because I look like a hot mess. 
surprise,Gonna have to delay some experiments and be in all weekend 'cause i fucked up. notreally scienceisevil 
joy,"for the very first time, i finally understand the math "
joy,So Long My Love Sick Youngsters 
surprise,I love taking a bunch of stupid pictures on other peoples webcams when they aren't paying attention itsme 
fear, yeah that ain't good mate. I feel like I'm gonna shit myself any second 
joy," awe, feel better! No time to feel bad when you have AP English. days "
joy,Just received the great news that I have to close tonight. 
joy, Just chose to RT two amp amp book excerpt. 
surprise,Me and Zac are straight snackin in chemistry. My teacher isn't here again. 
joy,I want a hippopotamus for Christmas! Oh well a new puppy will have to do instead on my way to pick it up love germanshepherd family 
joy,"Fifteen years ago this afternoon, Judge Jan Breland helped my Bride become my bride. My life has never been the same. MarriedWithKids "
surprise,"Since you've all been good this year, the coords and bringing holiday cheer! Don't forget to check your email. . . NSO "
anger, happened to me and my too. They made me buy it back for € under threat of a knife. . 
fear,is just a lie to us christians cause our God is strong enough to save us 
joy,I just shit my pants. Pure % gravy. 
surprise,"wishing i could be relaxing and doing fun things like all my friends, but i'm working on a paper in gracie's ihavenolife "
fear,Expressing amp not can transform obstacles into positive learning experiences. Aquarius 
disgust,I Hate Monkey See Monkey Do ME 
joy,The cold is helping me get in a Christmas-y mood! 
anger,This has really just been a terrible week . I just want to crawl in a hole and never come out. hateeverything 
sadness, cheer up baby girl! at least u don't have the flu with no one to take care of ya! 
joy, quotshould present all year (IMHO of course)quot I'd rather Ch just ran an intermission. mins of light music. 
sadness," yah, I read about it earlier today. . . guess I'm just not cool enough. . . "
surprise," goodnight! Sleep tight, don't let the bed bugs bite P ( love you lt can't wait for the friday ( "
joy," lol i hear yah, my job is slow at these times so i do enjoy that part and plus can't wait for xmas tree amp lights! "
sadness,no phone plus no  tomorrow til sunday morning aaahh TOTAL TORTURE ! ☹ ☹ ☹ 
joy,"It is cold in Houston. A day for accessories. If you do not understand the joy of that, you are not old enough to be told. "
sadness,more miles an I'm out of gasoline. Siri find me the nearest gas station I can coast downhill to. 
fear,I up at the end of a out the in me hear your start in 
surprise,"I'm quite surprised Egypt only mustered a % turnout in their elections. More than us, yes, but. . . what are those % thinking? "
surprise, bahaha. ! i live a secretive life ) 
joy,Fever swollen throat sinuses suck! amp plus basketball game tomorrow. . . 
surprise," Doing something for you. It will take a while, I'm leaving in a few, but expect it this weekend. "
joy, from today onwards I will always listen to you. The charger worked. . . . my baby is working again) 
joy,First attempt at family Christmas card photos. . More like a death match waiting to happen. 
joy,"Both siblings plugged into their ipods sleeping. mad parents, and then theres me! "
anger,Coach bailey remind me of tht old dude from gran torino lol 
fear,"Best thing ive heard all day. . . . RT  not afraid of tomorrow, for I have seen yesterday and I love today less "
surprise,Mama always say anything ova a hundred is a gift lmao gtgt  So That Mean He Get It Back Right lol 
joy,"You have shown me the way of life, and you will fill me with the joy of your presence. Acts faith "
joy,Amazing night ) ACT in the morning 
joy,Half of this paper done for Dr. Danforth. Now to suffer through the other half. . . Then to suffer through the rest of my homework. 
fear,I pop Bottles so I Bottle my emotions. Atleast I put it all in da open. . . 
anger,When its cold on a bus why do people feel the need to open the windows ? 
sadness,Missing someone special today! 
fear,Just knowing that factor OS coming back makes my whole entire night. ) 
anger,Just had a neighbor ring my door to tell me there's a bill taped to it. Like it's any of her business. 
disgust,but I absolutely just hated the smell of the bathroom that I was just in it smelled like tangy coochies! 
joy,Christmas carlos singing with the family on our ride home 
sadness," oh I wish, you had to camp out for days in tents and my distain for sports and bronchitis stopped me "
surprise,"tycker livet är rätt glatt, särskilt nu när det kommit snö på isen. . . då ser man inte ens HUR glatt livet är! "
joy,"Ahh, finally lying down for a nap. . Before I have to get up in hours. Oh the of finals! blahh huh idunno sleepwalking tomorrow! "
joy,Goin' to see my boys at the tip off classic. . . . then Christmas shopping 
joy,Me and  have to wear our skirts tomorrow that we made in fashion. 
surprise,the giants disgust me. wasting grass like that. didntseethatcoming goats 
fear,Refresh my memory. What happens at the end of the year?  
fear,The  pictures will be up tomorrow. Will try not to flood my timeline but it wont happen 
fear,"They better. RT  Will Reseda riot after  amp I win, tomorrow? "
anger,"This angry rap artists, really doesn't sound very happy! issues "
sadness,It's amazing how much bleaker my Monday looks with no new to look forward to watching tonight. 
sadness,Parents cancelled christmas tree decorating after I rush home from studying downtown! ( 
joy, Please  a charitable organization that gives sick kids across America amp MAGIC through cards! 
joy,guess im stayin for the entire class period today. . . . -__- 
joy,busy busy busy week! ! studying all week for finals and have a research paper due 
joy,"Thought after thought, mile after mile, I love to watch the space between my thoughts where spirit waits with a loving smile. "
fear,Teenage psychology is nothing but common things you see every day in HS drama 
disgust,I Am So Fascinated With The Experience | Why? | He Is Hilarious! | His Behavior Was/Is Obnoxious amp It Lent To Parody! | 
surprise,"So much music practice to do tonight, really happy with my uni result though "
surprise,"DIE weiß, was man bei Musik tun muss! voice "
joy,a day in the life of the Bosch house Jerry shooting crows with his bb gun rifle hicktown 
surprise,"Zo, klaar met schilderen, nu alles een nachtje laten drogen en dan morgen weer verder met mijn knutsel werk. "
surprise,Another win from Green Bay. notreally undefeated 
sadness, Yeah. Am yet to see snow in real life. I can only imagine! 
fear,Faith comes by hearing the Word of God (Rom ). We can replace with faith by speaking what God’s Word says. 
joy,It is such an extreme to witness the growth amp EVOLution of another Soul. Gratitude 
sadness,Just messed up my phone. . maybe I shouldn't make a dent in the wall with it anymore. 
disgust, Is that to make up for the hope lost by rogue employers being able to sack them for no reason for yrs. Shame on you! 
disgust,miss czranecka gets her math sheets off of polish websites and just translates them to english that's why they don't make sense 
sadness,"Woow! This week, tonight, it all! Has been soo great! Love all my friends especially  will miss every. . ( "
anger,Don't bury ur until u've killed it. When u bury quotliving angerquot it functions as a seed amp grows into a Bitterness Tree Via  
surprise,Christmas shopping with the hubby in NYC~ Hoping to have all the kids together for the holidays this year! Curious 
sadness," I'm reading my note from you from falls creek that one year, and decided to inform you that I miss your face! D "
anger,For When you are your is PHYSICALLY not capable of correctly perceiving emotion 
joy,Receptionist at the PT office is whistling Christmas carols 
surprise,Picking all the celery and carrots out of this bag of veggies 
sadness,hate that im the only black girl who have acne problems. 
fear,Emma's home alone. I hope she won't burn the house down or so. . . 
disgust," ,,,shud have put kambli in some reality show,,he wud got wt he's craving for right now! ! ,,, "
surprise, c'était un tweet borderline un peu mais j'attend l'image 
sadness,Cannot describe how sad I am that  going to my least fav team (Lakers) and will be playing with the athlete I hate most (Kobe) 
sadness,last weekend last year wasn't a good weekend for me. . lol 
joy,If I Die Young Lay Me Down On A Bed Of Roses 
sadness," urg cannot send link. . Sydney, 'extinction event planner' we had some beautiful gravity code that got thrown out "
