labels,text
disgust,"A certain girl asked me what my major was and when I told her that it was P. A she started criticizing it saying, ""I hate that course. "" She just shows off in front of other people. "
shame,When I was a child I played my mother a nasty trick to make her feel hurt. 
fear,"When I had to give a speech about some historical event, to an audiece of about people my own age whom I did not know. "
shame,"My mother told my uncle who is a Roman Catholic Priest (Redemptist Father) that I had been living in a de-facto relationship for three years. He was very, very angry at me. "
guilt,When my nephew asked me to tell him a story and I simply did not have the energy or the will. When I saw his disappointment I was terribly guilty and read a story to him after all. 
fear,"When I was years old my tonsils had to be operated on. This is not a complicated operation, but just before it started I was very afraid so that I will never forget it. "
fear,Fear of thief. 
sadness,"There is a boy who I love very much. I asked him to have dinner with me, but he refused I don't know why he didn't go with me, but I felt very lonely. "
sadness,Guy I cared for went back to Canada to live. 
guilt,Our class had organized a picnic in November. I was the class representative so I became the organizor. However the picnic was postponed by one week and I had something else to do then. Initially I did not ponder on what to do and decided to go for the picnic. When I had the time to think about it I thought that my decision was wrong. My classmates thought that I would go as I had signed my name but I did not go. I told another class representative that I was not going but he did not know the reason behind my not going. After the picnic my classmates asked me why I had not gone to the picnic and everytime someone mentioned it I was apologetic. I should have decided right in the begining that I would not go and then they would not see me as irresponsible i. e promising to go and changing my mind afterwards. 
guilt,It happens sometimes in connection with certain persons with whom I have frequent relationships but nothing special. 
guilt,I felt guilt because on account of my ambitions I nearly turned my sister out of my parents home. 
anger,Once a friend had pushed me and I had fallen on to a window which then broke. I was taken to tthe principal's office and he accused me of having broken the window. 
sadness,The quarrel between my parents. 
guilt,When I had to lie to my boyfriend so that he wouldn't suspect I'd bought him a xmas present as expensive as I had. 
guilt,"When I didn't pass the examinations for FUVEST I felt myself guilty for I should have studied. I had the opportunities, and I drew them out. "
disgust,One of those days when I was going to school with my brother and he annoyed me. 
anger,[ I feel angry when somebody is unjust to me. ] 
disgust,When I saw hundreds of snakes twisting over one another in a movie. 
guilt,Did not get up early enough to watch my class football team playing against another team. 
disgust,The murder of two girls on a school trip to Berlin (and sexual crimes generally) a couple of years ago. 
joy,I was in grade . We had an inter-house volley-ball competition. In Luapula I was the youngest member of the team and I scored the winning goal using my head. I jumped up with joy and fell down. 
guilt,My friend came to the concert for my sake as it was me who had organized it and the concert was unsuccessful. 
anger,My girlfriend disliked it when I played majong (a game of gambling). I expressed my regrets and when I went to see her she neglected my existance. I was very angry and left in displeasure. 
sadness,When I learnt that I had been betrayed by my friend. 
sadness,Deceived by other people and ran into trouble. 
sadness,[ Depressions. ] 
shame,Teacher suspected me stealing money. 
guilt,When I fought with my friends. 
sadness,"When my sister died, she was only sixteen when she was put to rest. "
fear,"While tramping on a narrow path two of us were confronted by a woman with two snarling dogs, demanding we get off the property - via a flooded river ! "
fear,"We were driving a car of a friend of mine when we turned in the wrong direction towards an unknown district, and nearly drove down a precipice. "
shame,I felt shame when I found that I was almost last in the exam. 
shame,"When I was caught telling a white lie. At that time, I was not allowed to stay outdoors after p. m. One day when I was late, I made up a story that our neighbour had invited me to his place, though I had actually forgotten about the time while playing with my pals. "
anger,When my boyfriend sat up half the night playing computer games with a friend. 
anger,When someone does something wrong which affects me negatively. 
fear,"Earlier, I was afraid of speaking in front of a crowd of people. "
shame,When money was stolen from my pocket. 
sadness,My father's death in January moved me deeply. The gloom prevailed for almost two years and I am still to recover from it. 
fear,Finding myself alone in a public toilet block with a man known to have had great psychological disturbances. 
joy,I went to a doctor with a complaint. The doctor told me that I was completely healthy. 
fear,On my way through lonely streets I met with a huge stray dog. It stopped at some distance and looked at me. I tried to ignore it but I was very frightened. 
sadness,I met some nice people during my holdidays. When they left I knew that I would never see them again. 
joy,When I passed my B. A exams. 
fear,[ I was thinking about death. ] 
guilt,Guilt at often being unable to visit a close relative in hospital after her death I felt very guilty and wished I had done more. 
sadness,Running away from a fire. 
sadness,Insulted by my mother. 
guilt,Being aggressive against members of my family. 
sadness,As a ten-year-old I was at the funeral of my grand-father. It was more the ceremonies held in the church and not really the death of my grand-father which made me sad. 
sadness,I felt sad and depressed when I heard that our cat had died. 
joy,When my brother was selected to the University of Malawi (the Polythecnic). I was very excited and I rejoiced due to one of our family members qualifying for University level at long last. 
fear,When it was found that I had gone out of the school premises without permisssion and at the wrong time. 
joy,"After having finished my B. Sc, I was struggling hard to continue my studies and had taken the M. SC exam. I was not sure that I would be selected in the written exam. When I saw my name in the selected candidates list I was overjoyed. "
fear,I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me. 
disgust,My mother was very angry with my little sister and told her to put her hands on the table in order to beat her hands up. She forced by means of her power. 
joy,On holidays - just driving along a road beautiful scenery. Just with my boyfriend - not really talking but just feeling overwhelmed. 
anger,When I met my new girlfriend with another man in the street. 
sadness,"I phoned two friends and was not able to arrange a meeting with either of them, so I had to change my plans. "
anger,"When I arranged our holiday in Paris, and my girlfriend raised criticisms all the time. "
joy,When my brothers had passed all of their exams and were able to graduate from their courses. 
disgust,A teacher was very blunt in his relation to a child so that the child was very upset when arriving at home. 
disgust,Disgust with a subordinate. 
guilt,I ate biscuits one night after tea while watching TV - I don't know why. 
joy,Did well in an examn just before my father's birthday the best present I can give to my father. 
guilt,"When I think about my family (parents, brothers, sisters) guilt is a part of my feelings. "
joy,When I met my girlfriend again in another town after a long separation. 
sadness,My father suddenly fell ill and died. 
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances. 
joy,When i was asked to be a child's godmother. 
joy,[ A chat on the telephone with a friend. ] 
joy,"Right before I went to a concert with my last boyfriend he told me that although he told me he was going to take me to the concert, he didn't want to see me anymore. After that we stayed overnight and I said ""well, when he leaves me I will be ruined for awhile, but for now we're together. "" I woke up in his arms and it was the happiest moment of my life. "
joy,Thought had discovered true love. 
anger,"When my friend promised that she would come to my place, and did not turn up - I was annoyed at her. "
shame,When I met a friend of mine after several months. 
disgust,"Seeing maltreated, dead animals. "
shame,My son was apprehended for shoplifting at the age of . Because I too had been apprehended at the same age I felt the shame of not having been able to prevent my son from acting in the same way. 
shame,Getting a low grade on a midterm. 
disgust,A person I know who tells lies and so pretending to be better than she is. 
guilt,"During a ski tour with a friend, we two had drunk too much. When we went down the slope on ski, I lost my friend who had lost his way. I thought that something must have happened to him (he finally arrived but after a very long time). "
anger,"I entrusted a friend with the delivery of some money to my father, however he misused the money. "
disgust,I felt disgusted when we (family) avoided a problem which could be solved readily. 
joy,I felt joy when I was admitted to the Higher Agricultural Institute. 
shame,When I was not in a position to control myself. I had said too much and had been cruel with no other than my mother. 
guilt,"Car accident, hurt three of my closest family. "
guilt,"My brother wanted money but I refused to give it to him, two days later he stole it from my father. "
guilt,Many years back I quarrelled with my younger brother for a small reason. I used a pole to beat him and nearly broke his arm. He recovered after a treatment which lasted several months. After this our relationship was worse and he would not listen to me. 
joy,"When I recently managed to get my first consulting assignment ""myself"" i. e on my own initiative. "
fear,"Before Uni started, I had to leave home and take up residence in Brisbane (the ""big smoke"") leaving home, my family, and moving to such a big place was quite intimidating at first, and I was anxious about it. "
fear,Walking alone in the dark in a strange street. 
joy,When my term paper was evaluated. 
anger,"When a relative, who had come to our place, created untidyness and dirtyness. "
fear,When for the first time I rode on a motorcycle with my brother. He was going so fast that I felt that I would fall off without my brother realizing it. 
shame,I was dancing in a theatre. I was not sure whether some frieends of mine had come to see me. I was very scared of doing things wrong. 
shame,"Recently, some friends and I had too much to drink while on a foot-ball road trip to USC. We trashed our hotel room and I felt ashamed when the maid walked in the next morning. "
guilt,When I stared to much at a pastry that a woman was eating and at the same instant the pastry felt on the floor. 
guilt,I did not reply to my friend's letter in time. 
fear,I was driving and stopped at a stop light. I was planning to make a right turn as soon as it was clear. It was clear on the left so I started but a man was just in front of the car. 
joy,When my brother bought me a nice pair of shoes from South Africa. 
joy,The day I was told that I had passed my Malawi School leaving Exams and I was selected to go to college. 
disgust,When after a party celebrating a friend's st birthday - upon leaving I found people outside throwing up and further unconscious. 
anger,"One day, when I was a child, my grandmother shut me up in a room. "
joy,I received a letter from a friend whom I was missing 
joy,"When I was offered a high position of trust, which I later accepted. "
sadness,When my elder sister died. 
fear,No really strong such emotion. Just falling off to sleep when I caught sight of a cm diameter spider crawling onto the pillow beside me. 
disgust,"My father promised to send me pocket money at the month-end since I wanted to buy a new pair of shoes when I was at secondary school, but he didn't. "
joy,"[ Any situation in everyday life has this emotional sense, in class, in the street, at home, at the table. . . . . . . . . . ] "
shame,When I try to lie. 
disgust,"Political and military trnsgressions around the world, generally speaking. This cannot be described through this questionaire. "
joy,When I met an old schhol friend (school love). 
shame,When I went to meet the family of my boyfriend in a party in his house. His mother was eager to know me and all his friends ready to make jokes about the situation. 
guilt,When I think that I have been too stict or narrow minded towards my students. 
guilt,When I shot a bird in the head with a shotgun. 
shame,"As a small boy, I took a coin from an empty taxi cab. My mother saw it and told the driver about it. I even knew the driver. "
guilt,When I don't justify the confidence of people that I respect. 
joy,Achievement of a task by a friend who had begun a new job. She wasn't confident of handling the situation so was thinking of leaving the job only after days employment. 
anger,"While playing a ball game, I was just about to make a goal when I was thrown off my feet, and I failed to score the goal. "
guilt,"I felt guilty when I ""stole"" the boyfriend of a friend of mine. "
shame,When I failed one of the tests because I had not worked hard enough. 
disgust,When I failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in Zambia. 
anger,When a friend and me played a joke on our boyfriends. Her boyfriend came up and accused me of having planned the whole thing and said that I did not deserve my boyfriend. He embarassed me in front of a crowd. 
joy,Winning a game after a long time of losing. 
anger,"During a trivial (friendly) discussion, one of the participants made an intervention which made me feel uncomfortable. "
shame,It was discovered that I had received a warning letter as my G. P. A was very low. 
anger,"I felt anger when I had a fight with my father, and he beated me. My mother came to help me (because I was beeing beated) and he also beated my mother. "
disgust,"We had come back from a programme and we were all (three girls) staying over at another girls placce. One of them started passing very nasty and outright bitchy remarks at me. It was brought on by a male colleague's compliments to me, this girl was herself interested in this guy. Bitchiness and catty remarks made by women never fail to disgust me. I can particularly remember this incident as she knew that I had not encouraged the guy. "
disgust,I felt disgusted at my teams poor perfomance prior to league play. 
disgust,When opened a box of biscuits and found worms inside. 
disgust,"Students on campus were unnecessarily creating trouble just to heckle the authorities - not to achieve something concrete, but to further their own interest. "
sadness,"Not succeeding in a cross-country skiing competition, which I intended to win. "
fear,I asked someone to bring some present to my father and found out that he is not a reliable person. I was afraid if my father would not get the presents he would be angry with me. 
sadness,"In May th, my boyfriend went to the U. S. A. In December I was told he passed away. He had cancer of the Oesophagus. "
fear,"Walking home at night after university - part of the way, there are ano lights and I am walking down a thoroughfare with the thouth of no one hearing me if I have to scream. "
shame,I was ashamed when I got the lowest result (mark) in class. All the same I didn't worry too much because I knew I would have got much better if I had read enough. 
guilt,A friend of mine said in a group that she felt lonely and withdrawn from everyone because of mental deficiency. 
guilt,I forgot to convey an important announcement. 
disgust,"At a certain person's lack of cleanliness, at home and personally. "
sadness,When my grandmother passed away. 
anger,When someone took my writing materials yet I was to write Examinations in a few minutes. 
anger,I was really pissed when the Russians boycotted the ' Olympics. I had anger towards them and Jimmy Crter. I was very anxious to see it. 
fear,"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do. "
sadness,"My grandfather died, I went to the mortuary and saw the corpse. "
joy,This happened when it was finally confirmed that I had stood first in the university for the M. A exams. A few days before the official results were declared a clerk had brought the results unofficially. So I had been expecting the results but the confirmation allowed me to legitimately feel happy at my success. 
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong. "
joy,I unexpectedly met a girl with whom I have always got along well. ( I had not seen her for several months. ) 
fear,After some time of work I was transferred to another place and in an other quite harder job. 
joy,I received a letter and a Christmas present from a person I had not seen for two years. 
shame,In an express bus I sat on a seat meant for senior citizens and invalids. 
guilt,Not beeing able to stay with my mother for the National Day holiday. 
shame,When I stole a packet of cigarettes from a neighbour and the next day I owned up and returned it. 
fear,"When cleaning up a pile of junk under our house, a huge spider (a ""Jungle Spider"") ran out near me. (I do not like even small spiders). "
shame,The first time I slept at my boyfriends house and had to walk down the hall to the shower in front of his housemates. I felt they were judging me. 
disgust,"In the army, an acquaintance of mine tended to use his position to advance his own interests. "
shame,[ I have felt shame but am unable to remember any particular incident. ] 
fear,I was so sick that my relatives thought that I was bewitched. I felt like dying. 
shame,I slept with a man purely because I found him physically attractive and was under the influence of alcohol. 
guilt,"Not attending school, when am not sick - but in need of mental rest. Staff on your return query your ""sickness"" - it is easier in N. Z. to be sick, rather than confide other personal reasons etc. "
sadness,Treatment to become pregnant with a negative result. 
disgust,In a certain occasion I saw a dog in the street eating something so strange gooey that I wasn't able to eat lunch because I remembered the scene all the time. 
fear,I had shouted at my younger brother and he was always afraid when I called out loudly. 
shame,At one occasion I was ashamed of being refused after a proposal for a friendship with a certain girl. I was ashamed because she refused publically in the presence of my fellow friends. 
shame,"I told my friend about how I had calculated my salary by cheating a little. When my friend remarked about it, I understood that it was wrong to do so, and I felt ashamed. "
fear,"When I got to know that the friend I am closest to got engaged, and she was going away. I was overjoyed for her, but also felt frightened as I was very emotionally dependent on her. I did not know what I would do without her. "
shame,I felt ashamed when I had not attended a class and the teacher asked me the reason for my absence. 
fear,"Motorcycle accident with two people involved, running off the road. Broke an arm, only. "
anger,"In a sadist provoked my sister in my presence. He tried to force my sister into accompanying him to his place, but my sister did not agree and so she was kicked and she fell down. There was a fight. "
anger,When I heard that my girlfriend was talking behind my back and looking down on me. 
shame,I greeted and embraced the wrong person thinking that it was my friend. 
shame,A friend of mine was shouting at me in a group of juniors. 
fear,"In the traffic with a car, I nearly got crushed between a bus and a tram. The attention of other drivers saved me at the last moment. "
sadness,I was once nominated as an Officer Cadet in the Armed Forces and my name was cancelled on the list of nominees of those who were sent to Kenya for Training. 
joy,When I was in the sauna bath. 
joy,"One night, my boyfriend expressed his love for me in the canteen in the presence of my friends by giving me a present. "
fear,"When going out in the weekend I have to bike kilometers through lonely and dark polders, then I always have terrifying fantasies. "
disgust,When my father revealed inconsistent morals. 
guilt,I was pregnant and thought that by not having the baby I would hurt the father like he did me regardless of the life we had created. 
sadness,"When I see people with burns I feel sad, actually I can not even express my feelings as I think that they must suffer a lot. "
joy,When I found out I got accepted to Berkeley. 
shame,While intoxicated I invaded someone's (a girl's) personal space to a large extent. 
joy,I got better marks in the examn than many arrogant people. 
anger,I was really angry when the President general of UNZASU was arrested by policemen. 
sadness,Often a dog which is treated very badly by his owner comes to us. 
guilt,"A certain friend evokes positive feelings, when I am with him but negative feelings when he is not present. I feel the need to express those negative feelings. However, when I speak about him, I always think Why do I like this, he does not deserve this, but still I do so. "
guilt,"My cousin knocked on the door, looking for me to get her watch back. I had given it to my girlfriend, Lizzy, as a present. "
disgust,"Right now I volunteer at a hospital. Yesterday, Halloween, I dressed up as a doctor and went to work. The volunteer coordinator told me after my shift that it was dangerous to have done what I did. "
sadness,When the neighbour of a friend of mine was stabbed to death by thieves in Kabwe. They stole his van. 
joy,Naturally when I got myself discharged this was my second birthday. 
shame,I may not be clever enough to understand your English lectures. 
sadness,"When I learnt that I had to repeat the first year, I found the solution immediately but was blocked by many difficulties. "
disgust,Noisy people in the library. 
disgust,Returning home in the late afternoon I saw an indecent act made by a man with the purpose that I saw it. 
shame,"When I have suffered a terrible fit of eating, that frequently occurs. Then I eat everything, I act like a glutton I eat big amounts of food, sometimes even half a loaf. "
sadness,We had to finish the life of our year-old dog. 
disgust,A tiresome person held me up all day long. I was very busy then (I can not remember what the problem was). He continously tried to make me talk to him and disturbed me. 
joy,The time I learnt that I had passed my Malawi School leaving Certificate Examinations. 
shame,When I got drunk at a party and made a fool of myself by vomitting all over the place and insulting the people who were there with me. 
fear,I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone's feelings despite my own being hurt in the process. 
disgust,"I felt disgust with a man I had trusted and respected, to whose problems I had always shown deep understanding. "
shame,NO RESPONSE. 
joy,When my brother came back home after staying in hospital. He had undergone an operation which had been a matter of life or death. When he came home I could see him smile for the first time after may weeks. 
fear,"My fear appeared in the form of jealousy. I was afraid that my girl-friend had fallen in love with another man, I was afraid to lose her. "
joy,"I made the college entrance examinations for P. U. C. It was what I wanted more. When the first list came out I got frustrated. I wasn't in. When the second list came out without hopes I started to read the newspaper and my name was thre. I was in the bus and felt like crying so that everybody could hear me. The cry was hold, and became forever a mask in my life. "
sadness,After an operation I had to stay in bed for a long time. 
fear,This last August when my parents dropped me off and moved me into college I didn't know anybody here I was and Berkeley really scared me. 
sadness,When a friend left me and went back home for good. 
joy,When I entered University. 
shame,"I felt ashamed to be Brazilian and to live under a military dictatorship that despoiled the people, when during my military service. "
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. 
guilt,I had told a person unpleasant things in a bad manner. He was very depressed and caused an accident. 
sadness,"A young, close relative of mine died, leaving behind a baby a few months old. "
sadness,"When I found out that my girlfriend would not be coming back to UCB for one semester, but would be living in San Jose. "
disgust,"When I watched TV and saw a performance of ""Prince"" (a popidol). Disgusting he'd better be a stallion. "
anger,"When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend. "
joy,My boat running into another boat. 
disgust,When I saw a dog which had been knocked down by a car. 
sadness,"When I realized that my girlfriend, whom I like, and I were going to separate. "
guilt,"When my niece was years old she was in the living room while we were fixing the table for a birthday party and, as every child, she couldn't stay calm. She burst a balloon. When I told her to be quiet her father pinched her. I believe if I hadn't said anything this wouldn't have happened. "
guilt,"Always, and this happens often when I do not keep my word. "
fear,When I go out alone at night. 
shame,"The mother of a small child found me shaking the child in exasperation, because I couldn't get it to sleep. "
guilt,When I misled a person I said that I would do her a favour and didn't. 
guilt,In neglecting some work that had to be done around the house and telling my roommate I would get it done. 
fear,I was walking along the passage to my room (very near the anatomy laboratory) and I heard something and felt that there was some thing behind me. I looked back and there was no one. I started imagining that maybe it was a corpse. 
sadness,The breaking up of a long lasting relationship. 
anger,My girl-friend did not understand me I was angry with myself because I had problems when we seperated - I could not resign myself to it. 
joy,When they told me that I had been admitted to the faculty of medicine. 
joy,China winning the Asian Olympic games (TV). 
sadness,When my grandmother died. 
disgust,I was working in a classmate's house with a group. A girl began to graze her foot against mine under the table. 
disgust,Can't remember any episode of disgust. 
anger,When my dress and a few other things were stolen from my wardrobe. 
disgust,I was disgusted to see a person vomitting and I was told to clean the place where the vomit was. 
sadness,A woman I know is slowly dying from cancer. Observing this process makes me sad. 
disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them. "
shame,"At a private party I literally fell into the food. The party was completely ruined for the host, carpets had to be cleaned, etc. "
anger,"A friend of mine had promised to arrange me some tickets for a concert which I considered important. He could not get them the way he thought he would, so he gave up the whole thing. "
fear,When I was six years old we were on holiday in France. There was very heavy weather then. 
joy,I had met someone and we became good friends. Our relationship grew closer and now he is my boyfriend. I felt joy when I found out how he felt about me. 
joy,When my older sister told us that she was thinking of joining the rest of the family for the winter sports holiday. 
joy,"When I saw a friend of mine, whom I had not seen for a long time and I had lost his address and telephone number. "
joy,"I felt joyful when my boyfriend met me at the station, while at first he had said that he would not do that. "
guilt,I was travelling in a bus from school going home for holiday. In the bus unfortunately I stepped on a bag in which there were delicate things. 
sadness,The day I left my first girlfriend. 
disgust,"Several weeks ago, I had problems with friends, I felt disgusted by a friend. "
anger,My sister once stole my mother's money and made her very angry. After this my mother would beat her up for unreasonable reasons. One day my sister lent her book to a friend without telling my mother about it. When my mother learnt this she beat her up and even threatened her with a pair of scissors. 
disgust,After a serie of facts that occurred between a colleague and me I started to feel a certain necessity to get apart and I didn't want to see her anymore. 
joy,When I was admitted to the University. 
joy,[ A successful lesson. ] 
anger,When my rights to use a shared house had been usurped by co-owners out of pure selfishness. 
anger,I experience that feeling when I am unsulted without deserving it or when someone deceives me. 
shame,When I failed the grade . 
disgust,When the summer holiday job was almost over. 
guilt,When I have to take exams I am very excited and have not much time for the housekeeping. Then my friend has to do everything. 
joy,My friend told me he really likes me. 
guilt,When I acted in a negative way at a certain moment by laziness to concede a moment of the time I thought to be my own. 
sadness,My father died last year after an -week severe illness. 
guilt,When I was fined for speeding. 
guilt,I was trying to have sex with my best friend's girl but she did not agree to it. 
sadness,Some months ago my wife gave birth to twin sisters. She had no idea of looking after babies and she felt quite oppressed. The fact that I couldn't help her caused grief to me. 
sadness,My girlfriend left the house in which we lived together a few months ago. This made me very sad. 
anger,Can't remember exact example. 
shame,Lying to a friend about something that was trivial. 
sadness,When my grandmother died - at her funeral. 
sadness,"When my friends died one after the other. The first died in a car accident and the second one recently, due to an illness. "
joy,I got my driving licence after they had frightened me with it's difficulty. 
anger,"My anger is with men, their inability to be human (not all men). "
joy,I found myself a place after looking for one for a long time. 
sadness,This morning during my sleep I had a feeling that someboby was attacking me. I started crying in my sleep and then my room-mate woke me up. 
shame,"Some time back I had signed a letter which I had not read. What had happened is that something had been written against my friend and this went to the higher authorities. My friend asked me -""you also signed ? "" "
fear,When there was a fight at home and my father threatened to throw a chair on my brother. 
sadness,When I received my results and found out that I could not go to a school of my choice. 
guilt,I had promised to send something to a friend and it completely slipped my mind. I felt guilty for having forgotten. 
sadness,It happened that I was alone - with no contacts with friends. 
fear,Telling my parents that I did not well in an examn. 
anger,I felt anger at my roommate due to his habit of leaving dirty dishes in the sink and generally not cleaning after himself. 
disgust,When my cousin put feaces in my washing. A silly idea which was meant to be a joke. 
fear,I was camping with a friend of mine and we spent the night in the forest. I could not fall off to sleep and could clearly hear noises from outside (steps ? ) approaching our tent. 
sadness,One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I didn't expect that girl to disappoint me I regarded her as being very faithful. 
guilt,"I felt very guilty when I tried to teach swimming to my younger brother, as I myself could not swim very well and my brother had started sinking to the bottom, however my elder brother saved him. "
joy,When I got a letter from home. 
disgust,"When I was in Eindhoven on an Exhibition of Hernan Nitsche, who made paintings with real blood. There were also photographs about the killing of cows. "
guilt,When my middle child became very difficult to handle after the birth of his baby brother and I did not have any patience with him. 
shame,"I talk too much, cannot keep things secret. I promised a friend not to tell something to anybody. Neverthless, I did, and she got informed about it. I felt very ashamed. "
fear,Someone attacked me with a knife. 
anger,"Angry with my brother, who was making fun of me, teasing me. "
shame,When I was young my mother told the neighbour that I had wet the bed. I felt ashamed thinking that the neighbour's children would get to know about it. 
fear,"When I was attending an authorized demonstrationand the police rushed brutally at the demonstrators, without any warning. "
guilt,"On Reberbahn, I was in a ""restaurant"" where drinks were overpriced. I did not ask for the prices beforehand, and when the bill came I could not pay the bill. "
joy,When I passed an important exam. 
joy,I got a present from a great friend (a dog). 
disgust,I was looking for an object when I came across a rotten corpse of a rat. 
anger,"I was in ""Hainburg"" in December and I was angry about the politicians and the police. "
disgust,When I learnt that my cousin sister was pregnant. 
joy,"When I got a stereo walkman from my father when he had finacial difficulties. I thought that although he promised to give me that present, he was not obliged to do so. "
sadness,When my daughter had problems with her friends and I could see her predicament from the window. She was given a the cold shoulder. 
joy,I felt very happy when I heard I had passed the examination to move up to the second year course. 
guilt,I felt guilty the other day because I took two pieces of bread instead of one in the Cafeteria and some of the girls were short of bread. 
shame,I answered a certain question from Dr. Maqgda wrongly. She asked something about Femur and my answer was saying something concerning the brain. So I was very ashamed amongst my friends. 
anger,People not cueing in the dining hall. 
disgust,My main disgust is against codfish because I detest even the smell of it. 
joy,When the Real Madrid team of basket ball qualified for the final of the Europe Cup at Athens. 
fear,"When I impregnated a certain girl, I thought that I would be forced to marry her or go to court. "
disgust,When I entered a toilet in a bar and it stank. 
fear,At the age of years I always had to take care of my little brother and sister I never could sleep then. I always imagined creepy men sneaking into our house. 
disgust,At a party my best girlfriend got really drunk and went off with a guy she knows I really like. 
shame,When somebody suddenly said something (about me) at a wrong moment and I didn't agree (at that exact moment I was needing an extremely positive word). 
guilt,I made another person cry for an unjustified cause. 
sadness,When I was / years old my father travelled very much for his work (he passed three months away from home). 
anger,"A person walking his dog allowed it to defecate on the footpath outside my house. Although it had happened before, this was the first time I had witnessed it. All the skills I had learnt from PY were thrown out the window when his indifference to my protestation was obvious to me. "
sadness,When India lost the Benson and Hedges cricket trophy. 
shame,I was given the task to learn a page of music text for a small part. But I had forgotten all about it and I felt quite awkward when I had to show what I had prepared. 
fear,Two guys were fighting murderously and I feared that one of them would be killed. 
sadness,When I thought that it was going to be impossible for me to start studying (due to wrong information from the student advisor). 
shame,My article not chosen by the college newspaper 
disgust,When a student accused me of having stolen his textbook as he had found a form bearing my name in his other books and all my explanations fell on deaf ears. 
shame,"A day I was with my boyfriend and a couple of friends in a bar, and he said something that I didn't like (I don't remember what). Without thinking I slept him in his back, getting ashamed and sorry just after. "
guilt,When a close classmate failed a year. 
guilt,"I had an appointment with a friend. I promised him to meet with him, but at last I did not without having informed him. "
anger,I was angry with a person who behaved terribly at a ball offending her relatives. 
shame,I ate very fattening food in front of my boyfriend who would like me to lose weight. I am supposedly pursuing a modelling career but first I must lose weight. I had been trying to diet. 
guilt,I stole a coconut cake from a reception table and when I put in my mouth I realized that the host was watching me. 
shame,Our teacher had invited us to lunch and once at the canteen we started introducing ourselves. Two of the boys showed a lot of interest in knowing personal details and then they started talking about some activities held in the college. I had little interest in those activities so I talked to another student sitting next to me as I was afraid that they would ask me questions on those activities. 
shame,"I was working in a job in which I could not work quickly enough, and was told that my work was not up to standard. "
shame,My boat didn't win a race which we were favored to win. 
guilt,When I argue with my sister. It feels sometimes that I have the upper hand and I use it. I often argue better and this makes her terribly angry. 
joy,"In when I was in the th standard, we had arranged a small picnic in Kandala. One of my closest friends wrote a small and cute poem for me, which expressed the feeling of closeness we had for each other. I was very thrilled and I can still remember it. "
guilt,[ The day I have not worked (academic) hard enough. ] 
guilt,Once I lied to my parents and this made me feel very guilty. 
joy,"A friend which I hadn't seen for years, sent me a small present. "
joy,"Coming to this lecture and listen to you talking about feelings, I am so happy that foreigners have the same feelings as Chinese. "
joy,When I was selected to a University College of Nursing. 
joy,I felt happy when I received the letter telling me that I had been admitted to the university. 
fear,When I slept for the first time all alone in the house where I live now. A man phoned me at . am. He wanted something from me. I was afraid. 
shame,"I remember that once, a friend did not co-operate with me due to some unavoidable reasons. Unaware of this I treated her unjustly till I realized everything, and then I felt ashamad of my deeds. "
sadness,"I worked for seven months in a factory, and made friends with a fellow worker. Later, I visited my former fellow workers and was told that, while in the army, my friend had shot himself. "
shame,I was wearing a slit tight dress at a disco and it burst open. 
fear,I had a car accident. 
sadness,Iqam chosen for your lecture and my best friend is not. Now he is angry with me and I cannot help him. 
shame,Some time ago I promised to meet an acquaintance of mine and to carry him some promised papers. I haven't done it until this day. Now I feel quite awkward when I meet him. 
fear,When I saw a ghost. 
anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd my step-dad. I thought, "" Why did she break her promises ? Why had she invited me ? Why do old men go for young girls ? "" "
disgust,When I saw our computer teacher. 
shame,"Like guilt - the most ashamed I have ever felt was when I began to feel guilty about having sex with my boyfriend when it was only ""the thing to do"", and not really an act of love. "
joy,When I passed successive exams to enter the school of medicine. 
shame,I am ashamed of the horrible way I used to treat my little sister. 
shame,I borrowed $ . from a friend and paid him back much later than I had originally intended. 
guilt,I took my father's car to church one Sunday (I told them that's where I was going ) I decided instead to go for a drive to the beach - on the way I got a puncture. 
anger,My parents do not like my friend and told me to stay away from him. 
joy,Third highest grade in the class and the best answer given for one question (the question was graded by the professor and he indicated he liked my answer). 
joy,"I thought that I was going to fail a subject and so I began to study for the final exam, then my friend told me that I had passed it. That meant that I could go home, as I do not study in my hometown. "
guilt,I wanted to get rid of a bad habit and it seemed that I had succeeded. However a year later I got the bad habit again. I felt useless as I always found excuses to explain my behaviour. As a result I felt guilty. 
